MIS_Status,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx
P I F,2631785008,Sang Yong Lee (EPC) to assist,Glendale,CA,91205,WILSHIRE BANK,CA,531120,17388,2007,300,2,1,0,2,0,1,N,N,17409,1400000,0,1400000,1050000,0,1,0.75,0,9000,26409
P I F,3278285003,"Andrew P. Kurtz and KDME, Inc.",SAN DIEGO,CA,92109,U.S. BANK NATIONAL ASSOCIATION,OH,532292,17870,2009,108,20,1,0,20,0,1,N,N,17897,2000000,0,2000000,1500000,0,0,0.75,0,3240,21137
P I F,2439566008,LAKE HAVASU HOUSEBOATS LLC,HERMOSA BEACH,CA,90254,WELLS FARGO BANK NATL ASSOC,SD,532292,17071,2006,55,7,1,0,7,1,1,Y,N,17105,55550,0,50000,25000,0,0,0.5,0,1650,18755
CHGOFF,1183175003,WILLIAM B BARILLARO DBA COACH,BURBANK,CA,91502,CAPITAL ONE NATL ASSOC,VA,532120,16471,2005,28,1,1,0,1,1,1,Y,N,16587,58945,0,15000,7500,0,0,0.5,0,840,17427
CHGOFF,2665785006,MOUNT REAL ESTATE SERVICES INC,LAKE ELSINORE,CA,92530,WELLS FARGO BANK NATL ASSOC,SD,531210,17406,2007,74,4,1,2,6,0,1,Y,N,17439,28010,0,15000,7500,0,0,0.5,0,2220,19659
CHGOFF,2097826002,SO-CAL A/V,LOS ANGELES,CA,90045,JPMORGAN CHASE BANK NATL ASSOC,IL,532210,16952,2006,55,1,1,0,1,1,2,Y,N,16982,58725,0,30000,15000,0,0,0.5,0,1650,18632
P I F,7752104006,NORTH BAY COMMERCIAL REAL ESTA,SANTA ROSA,CA,95404,UMPQUA BANK,OR,531210,16315,2004,300,17,1,0,17,1,1,0,N,16344,1340000,0,1340000,1005000,0,1,0.75,0,9000,25344
P I F,4475644001,CENTURY 2000 REAL ESTATE CORP,MONTEBELLO,CA,90640,U.S. BANK NATIONAL ASSOCIATION,OH,531210,15092,2001,300,1,1,0,1,1,1,0,N,15126,220000,0,220000,165000,0,1,0.75,0,9000,24126
CHGOFF,2302585006,ALLIANCE FUNDING,GRANADA HILLS,CA,91344,CAPITAL ONE NATL ASSOC,VA,531210,17225,2007,68,1,1,0,1,0,1,N,N,17256,50000,0,50000,25000,0,0,0.5,0,2040,19296
CHGOFF,6457514003,AZB FINANCIAL GROUP INC,SAN DIMAS,CA,91342,BANK OF AMERICA NATL ASSOC,NC,531210,15887,2003,84,20,1,5,20,1,1,Y,N,15978,20000,0,20000,10000,0,0,0.5,0,2520,18498
P I F,1912144010,H & B AUTO RENTAL AND SOUTH BA,TORRANCE,CA,90505,WELLS FARGO BANK NATL ASSOC,SD,532111,13955,1998,109,6,1,0,0,1,0,0,N,14122,808600,0,970000,727500,0,0,0.75,0,3270,17392
P I F,5455214009,SOUTH BAY BROKERS INC,MANHATTAN BEACH,CA,90266,PACIFIC WESTERN BANK,CA,531210,15502,2002,300,10,1,2,10,1,1,0,N,15552,1170000,0,1170000,877500,0,1,0.75,0,9000,24552
CHGOFF,2465545010,"Ten Star Funding, Inc.",LONG BEACH,CA,90831,BANK OF AMERICA NATL ASSOC,NC,531210,17304,2007,45,6,1,0,6,0,1,Y,N,17317,51500,0,35000,17500,0,0,0.5,0,1350,18667
CHGOFF,1845285001,Golden Pacific Management Cons,FAIRFIELD,CA,94534,BANK OF AMERICA NATL ASSOC,NC,531210,16951,2006,24,12,1,0,12,0,1,Y,N,17074,77200,0,35000,17500,0,0,0.5,1,720,17794
CHGOFF,2218405006,PIZAZZ PARTY RENTAL,YUBA CITY,CA,95991,U.S. BANK NATIONAL ASSOCIATION,OH,532299,17177,2007,50,2,2,0,2,0,1,Y,N,17197,39274,0,20000,10000,1,0,0.5,0,1500,18697
P I F,1771165007,EVA H. IDRIAN DBA PACIFIC FIRS,SAN FRANCISCO,CA,94133,CAPITAL ONE NATL ASSOC,VA,531210,16909,2006,84,1,1,0,1,0,1,N,N,16952,25000,0,25000,12500,0,0,0.5,0,2520,19472
CHGOFF,2110605005,"KEEP IT SIMPLE, LLC",SAN DIEGO,CA,92116,CAPITAL ONE NATL ASSOC,VA,531210,17112,2007,58,2,1,0,2,0,1,N,N,17166,35000,0,35000,17500,0,0,0.5,0,1740,18906
P I F,1594094001,MONTEREY HOME VIDEO & THE MONT,THOUSAND OAKS,CA,91360,MERRILL LYNCH BANK USA,UT,533110,13787,1997,300,10,1,0,0,1,0,0,N,13969,500000,0,500000,375000,0,1,0.75,0,9000,22969
P I F,2167155002,"BENTLEY CAPITAL, INC.",SAN MATEO,CA,94401,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17143,2007,48,1,1,0,1,0,1,Y,N,17197,339070,0,100000,50000,0,0,0.5,0,1440,18637
P I F,3856125004,"THE DAHM TEAM, INC.",EL CENTRO,CA,92243,COMMUNITY VALLEY BANK,CA,531210,18276,2010,110,4,1,0,4,0,2,N,N,18322,200000,0,200000,180000,0,0,0.9,0,3300,21622
P I F,7186303005,"DICK MARTIN LEASING, INC.",PASADENA,CA,91101,U.S. BANK NATIONAL ASSOCIATION,CA,532112,12592,1994,300,10,1,0,0,1,0,N,N,12630,426000,0,426000,298200,0,1,0.7,0,9000,21630
P I F,4837394007,CLEAR IMAGE COMPANIES LLC,POWAY,CA,92064,MUFG UNION BANK NATL ASSOC,CA,532230,15207,2001,180,8,1,4,8,1,1,0,N,15248,300000,0,300000,225000,0,0,0.75,0,5400,20648
CHGOFF,3610274007,VIDEO OUTLET,REDONDO BEACH,CA,90278,BBCN BANK,CA,532230,14670,2000,110,5,1,0,5,1,1,0,N,14700,65000,0,65000,52000,0,0,0.8,1,3300,18000
P I F,3053985000,Golden Key Escrow Company,SUNLAND,CA,91041,BANK OF AMERICA NATL ASSOC,NC,531390,17640,2008,62,3,2,0,3,0,1,T,N,17683,15000,0,10000,5000,1,0,0.5,0,1860,19543
P I F,5683874010,"ZUVICH CANNON ASSOCIATES, INC",IRVINE,CA,92618,CDC SMALL BUS. FINAN CORP,CA,531210,15594,2002,240,3,2,3,0,1,1,N,N,16357,532000,0,532000,532000,1,1,1,0,7200,23557
P I F,4914304007,COLDWELL BANKER VISTA REALTY,VALENCIA,CA,91355,"CITIBANK, N.A.",CA,531210,15235,2001,300,9,1,0,0,1,1,N,N,15279,614700,0,614700,461025,0,1,0.75,0,9000,24279
P I F,8749854001,CUSTOM PRODUCE SALES,PARLIER,CA,93648,CEN CAL BUSINESS FINANCE GROUP,CA,531190,16525,2005,240,120,1,20,0,1,2,0,N,16875,1999000,0,1999000,1999000,0,1,1,0,7200,24075
P I F,8284514003,345 VIDEO,LOS ANGELES,CA,90061,BBCN BANK,CA,532230,16418,2005,84,1,1,1,1,1,1,0,N,16436,5000,0,5000,4250,0,0,0.85,0,2520,18956
CHGOFF,2032135010,Central Capital Corporation,MONROVIA,CA,91016,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17066,2006,45,6,1,0,6,0,1,Y,N,17105,121612,0,50000,25000,0,0,0.5,0,1350,18455
P I F,1597085000,RMC Financial,HAYWARD,CA,94541,BANK OF AMERICA NATL ASSOC,NC,531210,16798,2006,84,1,2,0,1,0,1,Y,N,16891,65000,0,65000,32500,1,0,0.5,0,2520,19411
P I F,7540694006,"MARSHALL REDDICK REALTY,",IRVINE,CA,92614,SOUTHLAND ECONOMIC DEVEL CORP,CA,531210,16240,2004,240,40,1,25,0,1,1,N,N,16357,1300000,0,1300000,1300000,0,1,1,0,7200,23557
P I F,8451404003,"TOWN & COUNTRY HOME LOANS,INC",RAMONA,CA,92065,BANK OF SOUTHERN CALIFORNIA NA,CA,531210,16448,2005,84,5,1,0,0,1,2,0,Y,16495,100000,0,100000,85000,0,0,0.85,0,2520,19015
CHGOFF,2576945004,"Kee Industries, Inc.",WEST HOLLYWOOD,CA,90069,BANK OF AMERICA NATL ASSOC,NC,531210,17364,2007,70,1,1,0,1,0,1,Y,N,17378,65000,0,35000,17500,0,0,0.5,0,2100,19478
P I F,6002634008,PALM COURT PARTNERS A CALIFORN,SANTA ANA,CA,92706,CALIFORNIA BANK & TRUST,CA,531120,15713,2003,300,8,1,4,8,1,1,0,N,15736,318700,0,318700,239025,0,1,0.75,0,9000,24736
P I F,2455395009,Redstone Investment,LOS ANGELES,CA,90057,BBCN BANK,CA,531210,17301,2007,40,0,2,0,0,0,1,N,N,17317,15000,0,15000,12750,1,0,0.85,0,1200,18517
P I F,6023503007,BLOCKBUSTER VIDEO,SAN CARLOS,CA,94070,WELLS FARGO BANK NATL ASSOC,SD,532230,12353,1994,120,15,2,0,0,10533,0,N,N,12449,397000,0,397000,277900,1,0,0.7,0,3600,16049
P I F,4399405003,Advanced Audio Rentals,Burbank,CA,91502,UNITED MIDWEST SAVINGS BANK,OH,532210,18598,2011,300,6,1,6,12,0,1,N,N,18598,2315000,0,2350000,2115000,0,1,0.9,0,9000,27598
P I F,6646084004,SENS FURNITURE INC,SAN FRANCISCO,CA,94417,BANK OF AMERICA NATL ASSOC,NC,532299,15950,2003,84,2,1,0,2,1,1,Y,N,15978,10000,0,10000,5000,0,0,0.5,0,2520,18498
CHGOFF,4335743009,SOUTH BAY RENT A CAR & LEASING,REDONDO BEACH,CA,90278,FDIC/MISSION VIEJO NATL BK,NY,532111,11324,1991,84,3,1,0,0,1,0,N,N,11442,75000,0,75000,67500,0,0,0.9,0,2520,13962
CHGOFF,5492644008,CALIFORNIA CARPET & DESIGN INC,LOS ANGELES,CA,90015,WILSHIRE BANK,CA,531120,15518,2002,300,2,1,0,2,1,1,0,N,15583,243000,0,243000,182250,0,1,0.75,0,9000,24583
P I F,6972784008,BEA'S PARTY PONIES,OAK HILLS,CA,92345,BANK OF AMERICA NATL ASSOC,NC,532292,16037,2004,84,3,1,0,3,1,1,Y,N,16222,6000,0,6000,3000,0,0,0.5,0,2520,18742
CHGOFF,2485276005,LENDING SOLUTIONS,FOLSOM,CA,95630,AURORA BANK FSB,CO,531210,17094,2007,291,1,1,0,1,1,1,0,N,17135,540000,0,540000,405000,0,1,0.75,0,8730,25865
P I F,2587376001,U-SAVE EQUIPMENT AND TOOL RENT,SAN FRANCISCO,CA,94110,"CAPITAL ACCESS GROUP, INC.",CA,532310,17150,2007,240,40,1,8,0,1,1,0,N,17211,1029000,0,1029000,1029000,0,1,1,0,7200,24411
P I F,1196525000,TR Benefits Insurance Services,DANVILLE,CA,94526,BANK OF AMERICA NATL ASSOC,NC,531210,16482,2005,84,4,1,0,4,1,1,Y,N,16526,58602,0,50000,25000,0,0,0.5,0,2520,19046
CHGOFF,2179075010,LOAN CHALET CORPORATION,ORANGE,CA,92865,CAPITAL ONE NATL ASSOC,VA,531210,17150,2007,65,7,1,2,7,0,1,N,N,17197,100000,0,100000,50000,0,0,0.5,0,1950,19147
P I F,2270186005,URBAN BAY PROPERTIES INC,SAN FRANCISCO,CA,94107,MORTGAGE CAP. DEVEL CORP,CA,531210,17009,2006,240,50,1,15,0,1,1,0,N,17085,341000,0,341000,341000,0,1,1,0,7200,24285
P I F,7335084001,CONTRACTORS EQUIPMENT RENTALS,BAKERSFIELD,CA,93308,BANK OF AMERICA NATL ASSOC,NC,532412,16168,2004,84,7,1,1,7,1,1,Y,N,16252,200000,0,100000,50000,0,0,0.5,0,2520,18772
P I F,2490014010,"MAUMER, INC.",SAN FRANCISCO,CA,94114,GE CAP. SMALL BUS. FINAN CORP,TX,532230,14200,1999,84,5,1,0,5,1,0,0,N,14244,326000,0,326000,244500,0,0,0.75,0,2520,16764
CHGOFF,1331255006,"MWISE, Inc.",WOODLAND HILLS,CA,91364,BANK OF AMERICA NATL ASSOC,NC,531320,16596,2005,36,3,1,0,3,1,1,N,N,16679,187000,0,100000,50000,0,0,0.5,1,1080,17759
P I F,1241275008,"C & D Wellbeloved, Inc. DBA He",PLEASANTON,CA,94588,BANK OF AMERICA NATL ASSOC,NC,531210,16517,2005,84,1,2,0,1,37481,1,Y,N,16556,10000,0,10000,5000,1,0,0.5,0,2520,19076
P I F,5271304007,GOLD KEY FINANCIAL INC.,CHULA VISTA,CA,91910,CDC SMALL BUS. FINAN CORP,CA,531210,15412,2002,240,225,1,75,150,1,1,N,N,15811,711000,0,762000,762000,0,1,1,0,7200,23011
P I F,6197984007,FOUQUETTE CORPORATION,LOS ANGELES,CA,90034,HERITAGE BANK OF COMMERCE,CA,531312,15790,2003,120,5,1,3,5,1,1,0,N,15825,151000,0,151000,113250,0,0,0.75,0,3600,19425
P I F,4008534004,"AIR QUALITY ENGINEERING,INC",IRVINE,CA,92618,WELLS FARGO BANK NATL ASSOC,CA,531120,14899,2001,306,6,1,0,6,1,1,0,N,14914,607000,0,607000,455250,0,1,0.75,0,9180,24094
CHGOFF,2427325002,"GBG Nursery, Inc., a Californi",Hemet,CA,92543,FIRST-CITIZENS BK & TR CO,CA,531120,17287,2007,74,1,2,0,4,0,2,N,N,17317,493800,0,493800,370350,1,0,0.75,0,2220,19537
CHGOFF,2580265004,JEROLD MATTHEW SIMARD DBA INLA,OAK GLEN,CA,92399,CAPITAL ONE NATL ASSOC,VA,531320,17365,2007,73,1,1,1,1,0,1,N,N,17409,35000,0,35000,17500,0,0,0.5,0,2190,19599
P I F,4545634005,MOBILE SAFETY COMPANY,BAKERSFIELD,CA,93308,CALIFORNIA BANK & TRUST,CA,532412,15125,2001,120,9,1,15,9,1,1,0,N,15156,400000,0,400000,300000,0,0,0.75,0,3600,18756
CHGOFF,1831455003,"Direct Access Realty, Inc., db",SAN MATEO,CA,94403,BANK OF AMERICA NATL ASSOC,NC,531210,16943,2006,45,4,1,0,4,0,1,N,N,16952,70015,0,50000,25000,0,0,0.5,0,1350,18302
CHGOFF,7196184006,DYMENSION GROUP INC,SAN JOSE,CA,95125,BANK OF AMERICA NATL ASSOC,NC,531210,16120,2004,25,2,1,1,2,1,1,Y,N,16130,95500,0,100000,50000,0,0,0.5,0,750,16880
CHGOFF,1692995000,Romamer Consulting Corp.,LONG BEACH,CA,90806,BANK OF AMERICA NATL ASSOC,NC,531390,16863,2006,32,2,2,0,2,0,1,Y,N,16891,37064,0,36000,18000,1,0,0.5,1,960,17851
P I F,3635845004,VIDEO FACTORY,ALAMEDA,CA,94501,BBCN BANK,CA,532230,18156,2009,84,3,1,0,3,0,1,N,N,18170,25000,0,25000,22500,0,0,0.9,0,2520,20690
P I F,2874395003,"RIPTIDE ENTERPRISES, INC.",SACRAMENTO,CA,95820,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17520,2008,28,6,1,2,8,0,1,Y,N,17531,28163,0,20000,10000,0,0,0.5,0,840,18371
P I F,7324554005,A-ACE PARTY RENTS,LOS ANGELES,CA,91605,BANK OF AMERICA NATL ASSOC,NC,532299,16163,2004,84,20,1,3,20,1,1,Y,N,16191,30390,0,25000,12500,0,0,0.5,0,2520,18711
P I F,8927144004,699 RENT A CAR HOLLYWOOD,LOS ANGELES,CA,90028,CALIFORNIA BANK & TRUST,CA,532111,16601,2005,300,5,1,0,5,1,1,0,N,16617,600000,0,600000,450000,0,1,0.75,0,9000,25617
CHGOFF,1406965002,A&M Video,HEMET,CA,92544,TELESIS COMMUNITY CU,CA,532230,16657,2005,78,2,1,2,2,0,1,N,N,16832,100000,0,100000,85000,0,0,0.85,0,2340,19172
P I F,9259624004,AUTREY ENTERPRISES INC,WILDOMAR,CA,92595,JPMORGAN CHASE BANK NATL ASSOC,NV,531210,16750,2006,84,1,1,1,1,1,2,Y,N,16770,113503,0,30000,15000,0,0,0.5,0,2520,19290
P I F,3467915001,Urban Homes and Investments In,SAN DIEGO,CA,92101,U.S. BANK NATIONAL ASSOCIATION,OH,531210,18064,2009,84,1,1,2,3,0,1,Y,N,18078,122049,0,50000,25000,0,0,0.5,0,2520,20598
P I F,7547444004,CAPITAL REALITY SERVICES INC,LOS ANGELES,CA,91724,BANK OF AMERICA NATL ASSOC,NC,531210,16244,2004,84,7,1,0,7,1,1,Y,N,16436,10000,0,10000,5000,0,0,0.5,0,2520,18956
CHGOFF,7248634002,JETS EQUIPMENT RENTAL INC,WEST COVINA,CA,91792,BANK OF AMERICA NATL ASSOC,NC,532412,16139,2004,84,2,1,0,2,1,1,Y,N,16191,42000,0,37000,18500,0,0,0.5,0,2520,18711
P I F,5719354010,BAY SCAFFOLDING INC,ALVISO,CA,95002,COMERICA BANK,TX,532412,15607,2002,120,2,2,15,17,1,1,0,N,15644,240000,0,240000,180000,1,0,0.75,0,3600,19244
P I F,1113545001,"Boels, Inc. dba Automated Regi",FOUNTAIN VALLEY,CA,92708,CAPITAL ONE NATL ASSOC,VA,532490,16401,2005,84,8,1,0,0,1,1,N,N,16467,100000,0,100000,50000,0,0,0.5,0,2520,18987
P I F,3217826002,BLUE WATER PARTY RENTALS,SOUTH SAN FRANCISCO,CA,94080,FIRST NATL BK OF NORTHERN CALI,CA,532299,17630,2008,143,20,1,10,20,1,1,0,N,17652,639400,0,639400,479550,0,0,0.75,0,4290,21942
P I F,2730566003,MOVING VEHICULAR PLATFORMS INC,UPLAND,CA,91784,CITY NATIONAL BANK,CA,532210,17251,2007,120,3,1,0,3,1,1,0,N,17286,450000,0,450000,337500,0,0,0.75,0,3600,20886
P I F,2287155007,"THE STIRNKORB COMPANY,INC.",ENCINITAS,CA,92024,CAPITAL ONE NATL ASSOC,VA,531210,17218,2007,45,1,1,2,1,0,1,Y,N,17317,77149,0,25000,12500,0,0,0.5,0,1350,18667
P I F,3456403003,WEST COAST VIDEO,POWAY,CA,92064,GE CAP. SMALL BUS. FINAN CORP,TX,532230,10750,1989,120,1,2,0,0,88407,0,N,N,10896,250000,0,250000,212500,1,0,0.85,0,3600,14496
CHGOFF,5967774006,DISCOVERY LEASING,DUBLIN,CA,94568,BBCN BANK,CA,532420,15694,2003,8,2,1,1,2,1,1,0,N,15705,10000,0,10000,5000,0,0,0.5,0,240,15945
P I F,1338134001,RAZ MA TAZ VIDEO,CLOVIS,CA,93611,CALIFORNIA BANK & TRUST,CA,532230,13676,1997,300,6,1,0,0,1,0,0,N,14425,302000,0,302000,226500,0,1,0.75,0,9000,23425
P I F,5351354000,SANTA BARBARA OLD TOWN TROLLEY,SANTA BARBARA,CA,93101,MONTECITO BANK & TRUST,CA,532299,15449,2002,96,10,1,2,10,88902,1,0,N,15491,223000,0,223000,167250,0,0,0.75,0,2880,18371
P I F,7811513005,VIDEO SCENE,SAN JOSE,CA,95118,FREMONT BANK,CA,532230,12739,1995,48,3,1,0,0,1,0,N,Y,12903,45000,0,45000,40500,0,0,0.9,0,1440,14343
CHGOFF,1759074005,EAST BAY CAD & SIGN CENTER,SAN LEANDRO,CA,94577,CALIFORNIA BANK & TRUST,CA,533110,13872,1998,120,1,2,0,0,1,0,0,N,13999,100000,0,100000,80000,1,0,0.8,1,3600,17599
P I F,3667935001,"ROBERT J. HARMAN, INC. (OC)",LA JOLLA,CA,92037,CITY NATIONAL BANK,CA,531390,18170,2009,300,8,1,2,8,0,1,N,N,18171,1556000,0,1556000,1400400,0,1,0.9,0,9000,27171
P I F,7663014001,JUBILEE JUMPS,WINDSOR,CA,95492,WELLS FARGO BANK NATL ASSOC,SD,532299,16286,2004,60,2,1,1,1,1,1,0,N,16436,37333,0,40000,20000,0,0,0.5,0,1800,18236
P I F,6717084002,POLK FAMILY TRUST,FORT BRAGG,CA,95437,CAPITAL ONE NATL ASSOC,VA,531210,15971,2003,84,1,1,0,1,1,1,0,N,16009,25000,0,25000,12500,0,0,0.5,0,2520,18529
P I F,5872424003,WESTERN/135 LLC,LOS ANGELES,CA,90249,NATIONAL BANK OF CALIFORNIA,CA,531390,15659,2003,300,3,2,0,3,1,1,0,N,15705,763000,0,763000,572250,1,1,0.75,0,9000,24705
P I F,5312654004,"F & B RENTALS, INC.",SANTA ANA,CA,92703,U.S. BANK NATIONAL ASSOCIATION,OH,532120,15432,2002,300,11,1,0,0,1,1,N,N,15460,343400,0,374400,280800,0,1,0.75,0,9000,24460
P I F,1327735005,Devigne,COSTA MESA,CA,92627,BANK OF AMERICA NATL ASSOC,NC,532299,16594,2005,84,6,1,0,6,1,1,Y,N,16617,30000,0,30000,15000,0,0,0.5,0,2520,19137
CHGOFF,8797334003,BENSON MORTGAGE AND REAL ESTAT,VICTORVILLE,CA,92392,DESERT COMMUN BANK A DIVISION,CA,531210,16544,2005,12,1,2,2,1,1,1,Y,N,16556,39500,0,25000,12500,1,0,0.5,0,360,16916
P I F,1703736006,SEALS HEALTHCARE EQUIPMENT AND,COSTA MESA,CA,92627,SOUTHLAND ECONOMIC DEVEL CORP,CA,532291,16901,2006,240,19,1,6,19,1,1,0,N,17057,1117000,0,1117000,1117000,0,1,1,0,7200,24257
P I F,5305864010,GRANT APPRAISAL SERVICE,UKIAH,CA,95482,BANK OF AMERICA NATL ASSOC,NC,531320,15427,2002,84,1,2,0,1,1,1,Y,N,15460,10000,0,10000,5000,1,0,0.5,1,2520,17980
P I F,9805403010,JAHARIS RENT A WRECK AND AUTO,REDDING,CA,96002,REDDING BANK OF COMMERCE,CA,532111,13485,1997,300,1,1,0,0,69560,0,0,N,13573,200000,0,200000,150000,0,1,0.75,0,9000,22573
CHGOFF,2035326010,SUPERIOR HOME SERVICE A CALIFO,COSTA MESA,CA,92626,SBA - EDF ENFORCEMENT ACTION,CO,531390,16938,2006,240,2,1,1,2,1,1,0,N,16994,150000,0,150000,150000,0,1,1,0,7200,24194
P I F,8785654008,PLATINUM GROUP REAL PROPERTIES,NEWARK,CA,94580,MORTGAGE CAP. DEVEL CORP,CA,531210,16539,2005,240,40,1,5,0,1,1,0,N,16966,1256000,0,1330000,1330000,0,1,1,0,7200,24166
P I F,1654765000,"Forkliftsdirect.Com, LTD.",SAN DIMAS,CA,91773,BANK OF AMERICA NATL ASSOC,NC,532412,16841,2006,55,4,2,0,4,0,1,Y,N,16921,9350,0,10000,5000,1,0,0.5,0,1650,18571
CHGOFF,9075284004,TRACYOURSALES.NET ESCROW INC,ORANGE,CA,92827,WELLS FARGO BANK NATL ASSOC,SD,531390,16678,2005,25,7,1,4,11,1,1,0,N,16709,100000,0,100000,50000,0,0,0.5,0,750,17459
P I F,7306684005,4 SEASONS REALTY OF TEHACHAPI,TEHACHAPI,CA,93561,CAPITAL ONE NATL ASSOC,VA,531311,16159,2004,84,4,1,0,4,1,2,0,N,16191,25000,0,25000,12500,0,0,0.5,0,2520,18711
P I F,5384044008,YOUNG'S VIDEO,GARDEN GROVE,CA,92844,UNITI BANK,CA,532230,15467,2002,120,3,1,0,0,1,1,N,N,15552,135000,0,135000,114750,0,0,0.85,0,3600,19152
P I F,3617443006,IN N OUT VIDEO,LA MIRADA,CA,92707,WELLS FARGO BANK NATL ASSOC,SD,532230,10923,1990,84,4,2,0,0,1,0,N,N,10988,80000,0,80000,72000,1,0,0.9,0,2520,13508
P I F,3674375008,Kinetic Lighting Inc,Sun valley,CA,91352,SANTA CLARA VALLEY BANK NATL A,CA,532490,18172,2010,120,36,1,4,0,0,1,N,N,18322,504000,0,504000,453600,0,0,0.9,0,3600,21922
CHGOFF,9111614005,SIMPLY SUCCESS GROUP LLC,SAN JOSE,CA,95135,UMPQUA BANK,OR,531210,16699,2005,227,9,2,13,9,1,1,0,N,16740,950000,0,950000,712500,1,0,0.75,0,6810,23550
P I F,4006704003,SOCRATES ENTERPRISES LLC,UPLAND,CA,91786,MUFG UNION BANK NATL ASSOC,CA,531210,14896,2001,300,10,1,0,10,1,1,0,N,14914,517500,0,517500,388125,0,1,0.75,0,9000,23914
P I F,2317654010,ASHLEY MEDICAL,SAN DIEGO,CA,92116,U.S. BANK NATIONAL ASSOCIATION,CA,532490,14133,1998,300,1,1,0,0,1,0,N,N,14152,134000,0,134000,100500,0,1,0.75,0,9000,23152
P I F,6639474005,PARAGON POST CLEARVIEW POST PR,TOPANGA,CA,90290,WELLS FARGO BANK NATL ASSOC,CA,532490,15946,2003,87,1,1,0,1,1,1,0,N,15978,162000,0,162000,121500,0,0,0.75,0,2610,18588
P I F,1106844003,XPRESS RENT-A-CAR OF HEMET,HEMET,CA,92545,U.S. BANK NATIONAL ASSOCIATION,CA,532111,13612,1997,300,30,1,0,0,1,0,0,N,13695,150500,0,150500,112875,0,1,0.75,0,9000,22695
P I F,6225164006,MVK ENTERPRISES INC,SAN JOSE,CA,95008,BANK OF AMERICA NATL ASSOC,NC,531312,15799,2003,84,7,1,5,7,1,1,Y,N,15825,77000,0,50000,25000,0,0,0.5,0,2520,18345
CHGOFF,2205275005,"WILLIAM N. JOHNSON, INC. DBA W",MILL VALLEY,CA,94941,CAPITAL ONE NATL ASSOC,VA,531210,17170,2007,67,2,1,1,2,0,1,N,N,17225,100000,0,100000,50000,0,0,0.5,0,2010,19235
CHGOFF,1086365010,Winokur & Gage Inc.,LOS GATOS,CA,95030,BANK OF AMERICA NATL ASSOC,NC,531210,16364,2005,32,5,1,0,0,1,1,T,N,16526,64000,0,50000,25000,0,0,0.5,0,960,17486
CHGOFF,2258535004,"DNY ENTERPRISES, INC.",LA MESA,CA,91941,CAPITAL ONE NATL ASSOC,VA,531390,17202,2007,65,1,1,0,1,0,1,Y,N,17317,101173,0,50000,25000,0,0,0.5,0,1950,19267
P I F,7389184002,"RIOTV ENTERPRISES, INC.",TEMECULA,CA,92592,SBA - EDF ENFORCEMENT ACTION,CO,531210,16188,2004,240,3,1,27,0,68880,1,0,N,16567,1001000,0,1001000,1001000,0,1,1,0,7200,23767
P I F,3179396002,MEDIA GRAPHICS & LITHO INC,ONTARIO,CA,91761,SBA - EDF ENFORCEMENT ACTION,CO,532490,17590,2008,240,4,1,8,4,1,1,0,N,17666,820000,0,820000,820000,0,1,1,0,7200,24866
P I F,9351513002,DCR AND RCMS,NOVATO,CA,94949,LOANS FROM OLD CLOSED LENDERS,DC,532420,13318,1996,90,15,1,0,0,1,0,0,N,13573,855000,0,855000,641250,0,0,0.75,0,2700,16273
P I F,1040106003,C&C FINANCIAL CORP,BURBANK,CA,91505,WELLS FARGO BANK NATL ASSOC,SD,531210,16847,2006,60,13,2,7,20,1,1,Y,N,17225,25000,0,25000,12500,1,0,0.5,0,1800,19025
P I F,2461005004,CLIFFORD ASSOCIATES,SAN FRANCISCO,CA,94104,U.S. BANK NATIONAL ASSOCIATION,OH,531320,17303,2007,84,3,1,1,4,0,1,Y,N,17439,93800,0,25000,12500,0,0,0.5,0,2520,19959
P I F,8781944004,AMERICAN CAPITAL HOME LOANS,VISTA,CA,92083,CDC SMALL BUS. FINAN CORP,CA,531390,16538,2005,240,450,1,100,0,1,1,0,N,16665,593000,0,593000,593000,0,1,1,0,7200,23865
CHGOFF,2758225001,GoConley Financial Services,San Bernardino,CA,92405,UMPQUA BANK,OR,531210,17454,2008,88,5,2,1,5,0,1,N,N,17470,25000,0,25000,21250,1,0,0.85,0,2640,20110
CHGOFF,1818795006,STEWART NORMAN SCHWARZ DBA HAM,ENCINITAS,CA,92024,CAPITAL ONE NATL ASSOC,VA,531210,16936,2006,63,14,1,6,14,0,1,N,N,16982,50000,0,50000,25000,0,0,0.5,0,1890,18872
P I F,2628206004,PINNACLE HOMES & ESTATES INC.,RICHMOND,CA,94806,MORTGAGE CAP. DEVEL CORP,CA,531210,17182,2007,240,1,1,3,0,15710,1,0,N,17547,648000,0,773000,773000,0,1,1,0,7200,24747
